start_date,end_date,Count_sum,postcode,latitude,longitude
2023-1-4,2023-1-11,26,8225128280227840 lime Mucuchies,53.41834525493872,-2.9427130668973405
2023-1-4,2023-1-11,24,8487650572894208 salmon Kromfohrländer,53.393577308308046,-2.949431319407495
2023-1-12,2023-1-19,18,5656988230877184 lavender Romanian Mioritic Shepherd Dog,53.4263022843986,-2.943590456000038
2023-1-20,2023-1-27,20,5335468824592384 gold Braque de l'Ariège,53.38894026926658,-2.971558753510976
2023-2-5,2023-2-12,1,3953992340078592 magenta Kromfohrländer,53.39753349856233,-2.943567098432709
2023-2-5,2023-2-12,42,1994583806312448 lime Standard Schnauzer,53.37474235463071,-2.948285810420657
2023-2-13,2023-2-20,27,2415479052304384 plum Komondor,53.36485967471084,-2.9591905479053366
2023-2-21,2023-2-28,9,7061671629553664 indigo Drever,53.41245722722095,-2.9458224125668266
2023-3-1,2023-3-8,35,4114663751024640 silver Pembroke Welsh Corgi,53.38366279331317,-2.9504026974160524
2023-3-9,2023-3-16,46,3411743153848320 sky blue Pudelpointer,53.39468192755412,-2.972328047327437
2023-3-17,2023-3-24,36,3055507927465984 mint green Cardigan Welsh Corgi,53.427165777323296,-2.936782569280922
2023-3-25,2023-4-1,3,443445292302336 white Golden Retriever,53.39430075273306,-2.9498436634123664
2023-4-10,2023-4-17,17,794262207725568 violet Greek Shepherd,53.39488694342965,-2.9605153095022843
2023-4-18,2023-4-25,11,2449516645056512 orchid Field Spaniel,53.40573623075806,-2.9504746786357146
2023-4-18,2023-4-25,8,1926674461491200 lime German Spitz,53.360416885111235,-2.945394845122337
2023-5-4,2023-5-11,23,8044478833098752 maroon Pharaoh Hound,53.3986560398106,-2.9402426052686224
2023-5-4,2023-5-11,45,1571509262876672 lavender Huntaway,53.384387831914786,-2.9449550828534257
2023-5-12,2023-5-19,34,561312492945408 purple Bracco Italiano,53.3939025,-2.9486548999999513
2023-5-20,2023-5-27,25,6457127006633984 red Pungsan Dog,53.36503784992623,-2.9429802051977276
2023-5-28,2023-6-4,8,6670911937708032 magenta Irish Water Spaniel,53.391090174230094,-2.948268583854656
2023-6-13,2023-6-20,17,2191316718977024 violet Kintamani,53.38272125209126,-2.9705864049260526
2023-6-21,2023-6-28,4,4854696485322752 magenta Small Greek domestic dog,53.41073845965535,-2.9491866497999126
2023-6-29,2023-7-6,31,344048732733440 white Garafian Shepherd,53.394463442679495,-2.924930780651266
2023-7-7,2023-7-14,25,3840027027046400 green Petit Bleu de Gascogne,53.38881447615843,-2.949698265035636
2023-7-7,2023-7-14,32,6132680538193920 azure McNab dog,53.39166940823832,-2.9503040679072683
2023-7-15,2023-7-22,7,231834709393408 plum Toy Fox Terrier,53.40065327630901,-2.983313122685445
2023-7-23,2023-7-30,10,2792515568664576 lime Can de Chira,53.37211035655965,-2.9556261286059
2023-7-31,2023-8-7,46,3045819999584256 olive Norwegian Lundehund,53.394873584124255,-2.9480629432491696
2023-8-16,2023-8-23,22,641403883356160 purple Hällefors Elkhound,53.38638892718208,-2.9170561238029222
2023-8-16,2023-8-23,40,735900665380864 red King Charles Spaniel,53.408486566338816,-2.9754021568749067
2023-8-24,2023-8-31,39,7381424418062336 fuchsia Dogo Guatemalteco,53.40601686397838,-2.9544370921246355
2023-9-9,2023-9-16,37,3030409415753728 green Vizsla,53.40357392197315,-2.9339330224420337
2023-9-17,2023-9-24,44,3863892482588672 tan Eurasier,53.38270341137503,-2.9329388514231596
2023-9-17,2023-9-24,33,8842640426532864 white Kintamani,53.41220002872101,-2.9632546338592647
2023-9-25,2023-10-2,10,2487670930407424 grey Tamaskan Dog,53.37052562870561,-2.9302566463952644
2023-10-11,2023-10-18,14,4990810628030464 olive Finnish Lapphund,53.37709297385808,-2.9603698729408734
2023-10-11,2023-10-18,34,7101326743830528 lime Skye Terrier,53.36478584024669,-2.9664396006978677
2023-10-27,2023-11-3,17,3158964965474304 orange Braque du Bourbonnais,53.381812253832074,-2.9659122994257814
2023-11-4,2023-11-11,13,238857968680960 indigo Silken Windhound,53.40024653586129,-2.9472749934338935
2023-11-4,2023-11-11,47,4845216395689984 turquoise Istrian Shorthaired Hound,53.369002628820844,-2.9569559201868287
2023-11-20,2023-11-27,43,5724328356216832 pink Italian Greyhound,53.39455811565371,-2.9630754642582815
2023-11-28,2023-12-5,43,8165662788681728 grey Banjara Hound,53.39961784941196,-2.93076714123697
2023-11-28,2023-12-5,7,5875656246165504 teal Ratonero Bodeguero Andaluz,53.37353740627728,-2.9324827131977145
2023-12-6,2023-12-13,35,3103047481819136 mint green Shih Tzu,53.40235181224848,-2.9181845839081006
2023-12-14,2023-12-21,46,1410200265293824 orchid Irish Red and White Setter,53.37039485167196,-2.972195049751349
2023-12-22,2023-12-29,14,6915384982634496 lime Manchester Terrier,53.39106827897414,-2.966710967846325
2024-1-7,2024-1-14,47,3752360769748992 orchid Bolognese,53.395334621715655,-2.9556560163166523
2024-1-7,2024-1-14,10,8588653995491328 ivory Mackenzie River Husky,53.39068983501934,-2.9487732726995546
2024-1-15,2024-1-22,43,2970245050400768 grey Eurasier,53.36257119856103,-2.957249536520976
2024-1-23,2024-1-30,5,1734576374284288 black Finnish Hound,53.403019617935044,-2.9307270414066124
2024-1-31,2024-2-7,29,1953527951785984 pink Griffon Bleu de Gascogne,53.40196144098297,-2.9154833553938033
2024-2-16,2024-2-23,43,197544925724672 plum Welsh Sheepdog,53.397732149102424,-2.935920095483084
2024-2-16,2024-2-23,31,2560568535810048 mint green Dutch Shepherd,53.38664670324972,-2.9436077227372834
2024-2-24,2024-3-2,44,2593404168962048 lavender Alpine Dachsbracke,53.37562342789276,-2.9673406315517923
2024-3-3,2024-3-10,23,7965678233452544 turquoise Kangal Shepherd Dog,53.40291402441171,-2.946268479747573
2024-3-19,2024-3-26,23,3829259265114112 orchid Serbian Hound,53.36417204074341,-2.929839284937202
2024-3-19,2024-3-26,37,6515962350141440 violet Kerry Blue Terrier,53.38774818057421,-2.937537531316025
2024-4-4,2024-4-11,33,8900337461100544 lime Wirehaired Pointing Griffon,53.39429818861533,-2.949711573605555
2022-1-9,2022-1-16,41,3326086861553664 turquoise Eurasier,53.364064597572344,-2.952992137187721
2022-1-9,2022-1-16,28,8616666877394944 black Tenterfield Terrier,53.409515377708,-2.9777574319818996
2022-1-25,2022-2-1,42,3075642834812928 cyan Löwchen,53.40417860181425,-2.979286820743482
2022-2-2,2022-2-9,41,8511989865250816 yellow Norwegian Lundehund,53.39426564823687,-2.9485570118487203
2022-2-2,2022-2-9,43,1914957505495040 maroon Pudelpointer,53.39929783421498,-2.932461850749064
2022-2-18,2022-2-25,11,5209322961240064 tan Olde English Bulldogge,53.406965476570846,-2.954944164786184
2022-2-18,2022-2-25,4,7402522589265920 salmon Patterdale Terrier,53.38561808877885,-2.9396668904039416
2022-3-6,2022-3-13,34,860462885371904 teal Ratonero Bodeguero Andaluz,53.41167548648202,-2.9256308464903213
2022-3-14,2022-3-21,5,5734261539733504 fuchsia Gull Terrier,53.39373498918969,-2.948864930833224
2022-3-22,2022-3-29,16,6489045437775872 salmon Cão de Castro Laboreiro,53.366307995284906,-2.95657903441338
2022-3-22,2022-3-29,13,2307146913939456 white Slovenský Cuvac,53.38410403349534,-2.9545681398494708
2022-4-7,2022-4-14,44,7609167921545216 lime Rhodesian Ridgeback,53.41186876090106,-2.9518108106161662
2022-4-7,2022-4-14,33,7983549948887040 red Harrier,53.402319761824245,-2.972112181899206
2022-4-23,2022-4-30,6,2566866753028096 grey Löwchen,53.382997926305116,-2.976236491339364
2022-5-1,2022-5-8,13,8756995708420096 black Shar Pei,53.39401869695214,-2.917079783802592
2022-5-1,2022-5-8,2,6754173120937984 salmon American Bulldog,53.39846087994687,-2.9733748131278617
2022-5-17,2022-5-24,37,5055681323335680 plum Sapsali,53.36291496219293,-2.9626736996506224
2022-5-17,2022-5-24,6,4179775878856704 cyan Taiwan Dog,53.40644498243991,-2.92275020171337
2022-5-25,2022-6-1,39,7190876419784704 purple Golden Retriever,53.39703708507083,-2.9423928137398434
2022-6-2,2022-6-9,31,4727752378810368 white Pharaoh Hound,53.40072277190606,-2.9428379952930754
2022-6-18,2022-6-25,8,4558275100016640 fuchsia Japanese Spitz,53.39415476858166,-2.949514132688364
2022-6-26,2022-7-3,29,5100076751912960 magenta Perro de Pastor Mallorquin,53.395485644305026,-2.98055812870939
2022-7-4,2022-7-11,17,7572498346409984 yellow Carea Castellano Manchego,53.39420773998176,-2.9282935178165417
2022-7-12,2022-7-19,5,651369325264896 tan Basset Artésien Normand,53.399818645176886,-2.961201295945557
2022-7-20,2022-7-27,2,3883034031947776 violet Pungsan Dog,53.38252950262131,-2.9475496122000777
2022-7-20,2022-7-27,20,1967400570322944 yellow American English Coonhound,53.39873468173914,-2.972711077305007
2022-7-28,2022-8-4,14,3456988677668864 plum Vikhan,53.38776960755136,-2.9580725469667186
2022-8-5,2022-8-12,42,1348179830243328 teal Gull Terrier,53.37075708234303,-2.938599828850556
2022-8-21,2022-8-28,35,1590962484674560 pink Bully Kutta,53.362393449713345,-2.944787739154094
2022-8-29,2022-9-5,1,1207258543292416 tan Perro Majorero,53.38023528195234,-2.963361956020435
2022-8-29,2022-9-5,3,3496358709297152 mint green Villano de Las Encartaciones,53.39403991225708,-2.9490904425681492
2022-9-6,2022-9-13,17,2744517790793728 white Polish Lowland Sheepdog,53.408531189767174,-2.9498477773977356
2022-9-14,2022-9-21,3,6623922460033024 lime Great Dane,53.40708059406682,-2.931024269651175
2022-9-30,2022-10-7,7,8283355416100864 salmon Norfolk Terrier,53.39498969230051,-2.950488042101938
2022-10-8,2022-10-15,41,7725943676207104 red Lapponian Herder,53.40160828513539,-2.942165377129413
2022-10-16,2022-10-23,31,5309643838455808 magenta Irish Setter,53.39389084580812,-2.9478132106792145
2022-10-16,2022-10-23,48,7037044280786944 silver Kuvasz,53.40619824273203,-2.949460111893927
2022-11-1,2022-11-8,26,7344682736549888 cyan Hygen Hound,53.39416566532198,-2.949369134831045
2022-11-1,2022-11-8,5,959549420863488 mint green Tibetan Mastiff,53.420943541196834,-2.964940418770766
2022-11-17,2022-11-24,21,519987892584448 violet Villano de Las Encartaciones,53.42299227691529,-2.9666032064700403
2022-11-25,2022-12-2,9,3061271347855360 salmon Treeing Cur,53.40707841587603,-2.938627147705006
2022-12-3,2022-12-10,46,4585385508208640 green Portuguese Water Dog,53.4174317588522,-2.9666817084521426
2022-12-3,2022-12-10,22,7246761768779776 black Koyun dog,53.388809376697935,-2.919982070070205
2022-12-11,2022-12-18,22,3263210050289664 orange Otterhound,53.39629598026419,-2.9458825626542193
2022-12-27,2023-1-3,35,4392420850532352 olive Scottish Terrier,53.425511302225175,-2.9353197296405824
2022-12-27,2023-1-3,14,1471972347215872 violet Miniature Pinscher,53.403845662642475,-2.9448466633423322
2023-1-12,2023-1-19,7,7484863158419456 green Curly-Coated Retriever,53.384802998364535,-2.9289867621828307
2023-1-20,2023-1-27,46,2119757698433024 black English Foxhound,53.390609341530435,-2.9292310870814617
2023-1-20,2023-1-27,32,3910701424836608 teal Perro Majorero,53.42133685164372,-2.9491096296155774
2023-2-5,2023-2-12,18,7369144385142784 white German Roughhaired Pointer,53.40438340042667,-2.9500689138709504
2023-2-13,2023-2-20,27,2400331013029888 tan Alpine Dachsbracke,53.39033181650747,-2.951031779846403
2023-2-13,2023-2-20,9,5871347865485312 lavender Petit Bleu de Gascogne,53.39448597917153,-2.9550580605908863
2023-2-21,2023-2-28,11,1039273845325824 gold Sussex Spaniel,53.41430396472686,-2.945235411500107
2023-3-1,2023-3-8,13,7092635028160512 orchid Indian Spitz,53.40092900273602,-2.922474639261509
2023-3-9,2023-3-16,30,4945384247918592 white Welsh Terrier,53.39562931846429,-2.941646781540385
2023-3-25,2023-4-1,6,3216056069914624 tan Bhotia,53.37917633873656,-2.971370034172537
2023-4-2,2023-4-9,45,576111020867584 silver Armant,53.38630619707089,-2.957070625223082
2023-4-10,2023-4-17,47,3170630692241408 mint green Schillerstövare,53.39808850419834,-2.949670122117368
2023-4-18,2023-4-25,27,2245654069903360 orange Ratonero Valenciano,53.418166588148,-2.950787200191371
2023-4-18,2023-4-25,38,6459201501003776 olive Lancashire Heeler,53.3803006179581,-2.9539512191124686
2023-4-26,2023-5-3,29,8540198916849664 tan Kintamani,53.364299597254366,-2.945137017631282
